task No.,task_name,start_time,end_time,execution_time,earliest_time,latest_time,resource_load
628,dwd_fi.usp_po_condition_delta,650,655,5,1,1439,0.04
629,dwd_fi.usp_profit_center,1037,1038,1,2,1438,0.04
630,dwd_fi.usp_profit_performance_business_unit,1053,1054,1,3,1437,0.054
631,dwd_fi.usp_profit_performance_geo,1137,1138,1,4,1439,0.042
632,dwd_fi.usp_profit_performance_series,1037,1038,1,0,1438,0.051
633,dwd_fi.usp_svc_bpc_acnt,1037,1039,2,2,1439,0.046
634,dwd_fi.usp_svc_bpc_case,651,652,1,2,1435,0.046
635,dwd_fi.usp_svc_bpc_time,1038,1039,1,1,1438,0.044
636,dwd_fi.usp_swr_price_configration_table,1138,1139,1,4,1439,0.056
637,dwd_fi.usp_trading_partner,790,791,1,2,1436,0.057
638,dwd_fi.usp_ww_fi_pcsd_playbook_dm_geo,1138,1139,1,2,1439,0.055
639,dwd_fi.usp_ww_fi_ssg_product_mapping,651,652,1,0,1435,0.04
640,dwd_fi.usp_ww_fi_w1_account,1000,1001,1,0,1435,0.032
641,dwd_fi.usp_ww_fi_w1_channel,926,927,1,2,1437,0.058
642,dwd_fi.usp_ww_fi_w1_channel_mapping,927,928,1,0,1437,0.053
643,dwd_fi.usp_ww_fi_w1_geo,1138,1139,1,1,1439,0.043
644,dwd_fi.usp_ww_fi_w1_geo_mapping,927,928,1,2,1437,0.048
645,dwd_fi.usp_ww_fi_w1_layer,790,791,1,4,1436,0.031
646,dwd_fi.usp_ww_fi_w1_layer_mapping,927,928,1,4,1437,0.036
647,dwd_fi.usp_ww_fi_w1_product,1139,1140,1,3,1439,0.058
648,dwd_fi.usp_ww_fi_w1_segment,1111,1112,1,4,1436,0.045
649,dwd_fi.usp_ww_fi_w1_segment_mapping,927,928,1,4,1437,0.03
650,dwd_ms.usp_SMB_PRODUCT_SEG_BY_PH4,652,653,1,2,1435,0.054
651,dwd_ms.usp_acnt,824,830,6,4,1435,0.034
652,dwd_ms.usp_acnt_addr_rel,1038,1040,2,3,1439,0.041
653,dwd_ms.usp_acnt_alias_nm,927,930,3,3,1439,0.041
654,dwd_ms.usp_acnt_alt_identity,824,826,2,4,1437,0.039
655,dwd_ms.usp_acnt_crm,1089,1098,9,0,1435,0.049
656,dwd_ms.usp_acnt_identity_type,928,929,1,4,1437,0.037
657,dwd_ms.usp_acnt_nm_alias_type,1139,1140,1,1,1439,0.056
658,dwd_ms.usp_acnt_regional_dc,1140,1141,1,3,1439,0.055
659,dwd_ms.usp_acnt_rel,687,690,3,3,1437,0.041
660,dwd_ms.usp_acnt_sector_to_industry,1140,1141,1,2,1439,0.058
661,dwd_ms.usp_acnt_status,652,653,1,3,1435,0.051
662,dwd_ms.usp_acnt_status_rsn,1140,1141,1,2,1439,0.041
663,dwd_ms.usp_acnt_type,652,653,1,1,1435,0.059
664,dwd_ms.usp_bp_sales_transaction,791,792,1,0,1436,0.034
665,dwd_ms.usp_bp_subtype,928,929,1,2,1437,0.037
666,dwd_ms.usp_bp_type,1140,1141,1,2,1439,0.041
667,dwd_ms.usp_business_group,928,929,1,4,1437,0.047
668,dwd_ms.usp_bysn_sti_data_source_lecoo_daily,1220,1225,5,3,1436,0.046
669,dwd_ms.usp_bysn_sti_data_source_lecoo_final,1229,1230,1,0,1437,0.034
670,dwd_ms.usp_bysn_sti_data_source_sec,1071,1074,3,1,1438,0.035
671,dwd_ms.usp_china_idc_yoy_target,1038,1039,1,3,1438,0.045
672,dwd_ms.usp_city,1094,1095,1,3,1436,0.047
673,dwd_ms.usp_con_push_out,818,820,2,4,1435,0.037
674,dwd_ms.usp_csdc_inv,1039,1040,1,0,1438,0.037
675,dwd_ms.usp_csdc_sti_bypn_dwd,1071,1072,1,2,1436,0.059
676,dwd_ms.usp_csdc_stock_adj_dwd,1230,1231,1,0,1437,0.047
677,dwd_ms.usp_csdc_sync_inv_age,929,930,1,1,1437,0.053
678,dwd_ms.usp_cust_po_type,1039,1040,1,4,1438,0.05
679,dwd_ms.usp_domain_sales_skill,929,930,1,0,1437,0.035
680,dwd_ms.usp_exp_global_acnt_identification,653,654,1,4,1435,0.04
681,dwd_ms.usp_fact_prc_region_target_detail,526,530,4,0,1437,0.051
682,dwd_ms.usp_fgi_lecoo_ms_inventory,791,793,2,1,1437,0.059
683,dwd_ms.usp_first_trade,929,930,1,3,1437,0.032
684,dwd_ms.usp_global_acnt_identification,864,865,1,0,1436,0.042
685,dwd_ms.usp_industry,1140,1141,1,0,1439,0.03
686,dwd_ms.usp_isg_junior_industry,721,722,1,1,1435,0.032
687,dwd_ms.usp_isg_prc_business_opportunity,653,656,3,4,1437,0.039
688,dwd_ms.usp_isg_prc_calendar,1039,1040,1,1,1438,0.043
689,dwd_ms.usp_isg_prc_execute_proj,1096,1103,7,2,1436,0.044
690,dwd_ms.usp_isg_prc_execute_proj_product_ln_item,1096,1117,21,4,1436,0.033
691,dwd_ms.usp_isg_prc_execute_proj_product_ln_item_subproduct,1117,1124,7,3,1439,0.036
692,dwd_ms.usp_isg_prc_joint_venture_hw_order,1141,1142,1,4,1439,0.033
693,dwd_ms.usp_isg_prc_joint_venture_pipeline,654,655,1,1,1435,0.048
694,dwd_ms.usp_isg_prc_joint_venture_svc_order,792,793,1,2,1436,0.037
695,dwd_ms.usp_isg_prc_reduction_exrt,441,444,3,3,1435,0.048
696,dwd_ms.usp_isg_prc_so,991,995,4,0,1437,0.032
697,dwd_ms.usp_isg_prc_so_ln,992,996,4,3,1437,0.051
698,dwd_ms.usp_isg_prc_svc_order,1039,1040,1,1,1438,0.041
699,dwd_ms.usp_isg_rel_industry,930,931,1,0,1437,0.041
700,dwd_ms.usp_isg_senior_industry,1141,1142,1,2,1439,0.031
701,dwd_ms.usp_l3_l4_lenovo_business_unit_agreement_sales_area,687,690,3,1,1435,0.037
702,dwd_ms.usp_main_trade,930,931,1,3,1437,0.05
703,dwd_ms.usp_manageregion,792,793,1,3,1436,0.054
704,dwd_ms.usp_mktg_status_rad,1040,1041,1,3,1438,0.046
705,dwd_ms.usp_postal_addr,792,793,1,3,1436,0.042
706,dwd_ms.usp_prc_acnt,1061,1071,10,2,1438,0.044
707,dwd_ms.usp_prc_bp_purchasing_right_information,1040,1042,2,2,1439,0.037
708,dwd_ms.usp_prc_csdc_ssdc_activation_dwd,687,690,3,3,1435,0.054
709,dwd_ms.usp_prc_daily_cadence_and_target_cadence_sell_through_in,443,446,3,2,1435,0.039
710,dwd_ms.usp_prc_daily_cadence_and_target_target_sell_through_in,444,450,6,1,1438,0.044
711,dwd_ms.usp_prc_fiscal_week_calendar,930,931,1,4,1437,0.03
712,dwd_ms.usp_prc_isg_bu_hier,930,931,1,0,1437,0.057
713,dwd_ms.usp_prc_national_agent_and_reseller_mapping,678,679,1,4,1435,0.048
714,dwd_ms.usp_prc_reseller_and_superior_distributor_mapping,1060,1062,2,0,1439,0.056
715,dwd_ms.usp_prc_sd_bu_hier,1197,1198,1,3,1439,0.031
716,dwd_ms.usp_prc_serial_no_lvl_chnl_stock_transfer_detail_widetable,527,531,4,4,1437,0.033
717,dwd_ms.usp_prc_so,931,933,2,0,1438,0.056
718,dwd_ms.usp_prc_so_item,970,991,21,1,1439,0.041
719,dwd_ms.usp_prcing_procedure,1197,1198,1,2,1439,0.041
720,dwd_ms.usp_price_list_type,931,932,1,2,1437,0.032
721,dwd_ms.usp_proj_quotation,931,932,1,3,1437,0.049
722,dwd_ms.usp_ref_isg_china_acnt_sector_to_industry,1041,1042,1,4,1438,0.041
723,dwd_ms.usp_ref_isg_china_cust_lvl_mapping,931,932,1,3,1437,0.053
724,dwd_ms.usp_ref_isg_china_newsales3_leader,793,794,1,3,1436,0.036
725,dwd_ms.usp_ref_isg_china_presales_employee,793,794,1,2,1436,0.031
726,dwd_ms.usp_ref_prc_cto_product_characteristic_mapping,793,795,2,0,1437,0.046
727,dwd_ms.usp_ref_prc_fi_accounting,793,795,2,2,1437,0.057
728,dwd_ms.usp_rel_thinkvision_product_mapping,1041,1043,2,2,1439,0.03
729,dwd_ms.usp_sales_territory,931,934,3,0,1439,0.033
730,dwd_ms.usp_sales_territory_acnt_type,794,795,1,1,1436,0.052
731,dwd_ms.usp_sec_data_all,45,90,45,1,1436,0.035
732,dwd_ms.usp_sec_trade,932,933,1,4,1437,0.038
733,dwd_ms.usp_smb_sn_sti,932,933,1,1,1437,0.04
734,dwd_ms.usp_ssdc_chnl_manual_inv_age,655,656,1,4,1435,0.054
735,dwd_ms.usp_ssdc_fgi_dwd,1200,1201,1,4,1439,0.044
736,dwd_ms.usp_ssdc_jd_lock_bypn,0,28,28,0,1438,0.059
737,dwd_ms.usp_ssdc_smb_bysn_full,1225,1236,11,0,1437,0.039
738,dwd_ms.usp_ssdc_smb_full,1211,1216,5,1,1439,0.037
739,dwd_ms.usp_ssdc_sti_bypn,1066,1069,3,4,1437,0.043
740,dwd_ms.usp_subterritory_acnt,688,692,4,1,1435,0.055
741,dwd_ms.usp_svc_prc_acnt,933,935,2,0,1438,0.052
742,dwd_ms.usp_svc_prc_bu,794,795,1,3,1436,0.054
743,dwd_ms.usp_svc_prc_city,933,934,1,1,1437,0.046
744,dwd_ms.usp_svc_prc_contact,795,796,1,0,1436,0.037
745,dwd_ms.usp_svc_prc_d365_cd_table,1041,1043,2,3,1439,0.031
746,dwd_ms.usp_svc_prc_opportunity,795,797,2,2,1437,0.036
747,dwd_ms.usp_svc_prc_opportunity_product,1200,1201,1,0,1439,0.039
748,dwd_ms.usp_svc_prc_opportunity_resource,933,934,1,4,1437,0.049
749,dwd_ms.usp_svc_prc_product_ln,795,796,1,1,1436,0.045
750,dwd_ms.usp_svc_prc_province,795,796,1,2,1436,0.034
751,dwd_ms.usp_svc_prc_sales_user,795,796,1,4,1436,0.041
752,dwd_ms.usp_territory_rel,688,691,3,2,1436,0.03
753,dwd_ms.usp_territory_to_employee_rel,823,826,3,0,1438,0.034
754,dwd_ms_prc_moto_sale_prc_full,1043,1045,2,4,1439,0.033
755,dwd_ms_prc_sale_order_price_cond_worldwide_full,18,84,66,4,1435,0.046
756,dwd_ms_ref_product_div_mapping_worldwide_full,655,657,2,1,1436,0.058
757,dwd_ms_ref_product_to_cfc_mapping_worldwide_full,656,658,2,1,1436,0.047
758,dwd_sc.usp_build_plan,656,659,3,1,1437,0.048
759,dwd_sc.usp_ecc_lenovo_own_inv_aging_data,445,448,3,4,1435,0.055
760,dwd_sc.usp_ecc_so_stock_data,795,797,2,3,1437,0.036
761,dwd_sc.usp_ecc_supplier_own_inv_aging_data,528,530,2,2,1435,0.059
762,dwd_sc.usp_llsc_prc_doc_flow,1089,1090,1,0,1435,0.048
763,dwd_sc.usp_llsc_row_doc_flow,1088,1089,1,1,1437,0.046
764,dwd_sc.usp_material_master_plant_vw,933,934,1,0,1437,0.056
765,dwd_sc.usp_mo,1043,1045,2,4,1439,0.049
766,dwd_sc.usp_mo_bom,959,962,3,1,1438,0.058
767,dwd_sc.usp_mo_grgi,795,798,3,3,1438,0.034
768,dwd_sc.usp_mo_status_cd,934,936,2,0,1438,0.045
769,dwd_sc.usp_normal_stock_data,1043,1045,2,2,1439,0.058
770,dwd_sc.usp_po_acnt_assignment,697,700,3,3,1435,0.044
771,dwd_sc.usp_po_hdr,1201,1202,1,4,1439,0.05
772,dwd_sc.usp_po_history,960,964,4,2,1437,0.039
773,dwd_sc.usp_po_item,528,530,2,2,1435,0.035
774,dwd_sc.usp_po_schedule_ln,1044,1045,1,3,1438,0.048
775,dwd_sc.usp_purchase_group,1201,1202,1,3,1439,0.039
776,dwd_sc.usp_s4_lenovo_own_inv_aging_data,796,798,2,4,1437,0.047
777,dwd_sc.usp_s4_supplier_own_inv_aging_data,657,659,2,1,1436,0.054
778,dwd_sc.usp_so_bom,934,937,3,0,1439,0.041
779,dwd_sc.usp_so_stock_data,1201,1202,1,0,1439,0.051
780,dwd_sc.usp_spl_screening_hdr,1045,1047,2,3,1439,0.052
781,dwd_sc.usp_vendor_special_stock_data,796,797,1,4,1436,0.043
782,dwd_srv.usp_baiyingone_eccso,923,924,1,2,1435,0.03
783,dwd_srv.usp_con_detail_report_manual_data,934,935,1,3,1437,0.036
784,dwd_srv.usp_con_fcst,796,797,1,2,1436,0.045
785,dwd_srv.usp_con_spos_order,934,935,1,4,1437,0.055
786,dwd_srv.usp_con_svc_btcp_order,658,662,4,1,1438,0.049
787,dwd_srv.usp_con_svc_portal_order,851,853,2,4,1435,0.043
788,dwd_srv.usp_con_svc_product,935,936,1,4,1437,0.058
789,dwd_srv.usp_con_svc_rtm_1,797,798,1,2,1436,0.043
790,dwd_srv.usp_con_svc_rtm_2,797,798,1,1,1436,0.045
791,dwd_srv.usp_con_svc_sell_out_detail,923,926,3,1,1435,0.038
792,dwd_srv.usp_con_svc_stb_registration_detail,1045,1047,2,4,1439,0.031
793,dwd_srv.usp_con_target,1045,1046,1,3,1438,0.054
794,dwd_srv.usp_prc_svc_opportunity,1115,1117,2,1,1437,0.033
795,dwd_srv.usp_prc_svc_order_detail,184,203,19,4,1439,0.039
796,dwd_srv.usp_rel_detail_report_manual_data,1202,1203,1,4,1439,0.04
797,dwd_srv.usp_rel_fcst,935,936,1,2,1437,0.059
798,dwd_srv.usp_rel_fcst_for_mktg_sales,658,659,1,0,1435,0.042
799,dwd_srv.usp_rel_fi_target_fcst,659,660,1,1,1435,0.05
800,dwd_srv.usp_rel_historical_manual_data_for_kab,1045,1046,1,1,1438,0.057
801,dwd_srv.usp_rel_historical_manual_data_for_svc,936,938,2,2,1438,0.048
802,dwd_srv.usp_rel_order_region,1137,1138,1,4,1438,0.048
803,dwd_srv.usp_rel_target,1202,1203,1,0,1439,0.055
804,dwd_srv.usp_rel_target_for_mktg_sales,659,660,1,2,1435,0.053
805,dwd_srv.usp_smb_detail_report_manual_data,659,660,1,4,1435,0.045
806,dwd_srv.usp_smb_fcst,660,661,1,2,1435,0.035
807,dwd_srv.usp_smb_historical_manual_data,797,798,1,2,1436,0.03
808,dwd_srv.usp_smb_ms_svc_route_mapping,1202,1203,1,2,1439,0.04
809,dwd_srv.usp_smb_svc_order,1203,1204,1,3,1439,0.053
810,dwd_srv.usp_smb_svc_order_item,1121,1122,1,2,1436,0.032
811,dwd_srv.usp_smb_svc_sales_and_route_mapping,1203,1204,1,2,1439,0.033
812,dwd_srv.usp_smb_svc_sda_detail_for_mktg_sales,936,937,1,1,1437,0.055
813,dwd_srv.usp_smb_svc_stb_registration_detail_by_sn,1022,1024,2,2,1437,0.05
814,dwd_srv.usp_smb_svc_stb_registration_mtm_list,936,937,1,0,1437,0.036
815,dwd_srv.usp_smb_target,798,799,1,1,1436,0.04
816,dwd_srv.usp_svc_portfolio_lvl_1,798,799,1,0,1436,0.054
817,dwd_srv.usp_svc_portfolio_lvl_2,798,799,1,0,1436,0.049
818,dwd_srv.usp_svc_portfolio_lvl_3,936,937,1,1,1437,0.035
819,dwd_srv.usp_svc_prc_con_retail_family_history_record,798,799,1,3,1436,0.055
820,dwd_srv.usp_svc_prc_con_retail_family_shop_spare_gold,798,799,1,2,1436,0.041
821,dwd_srv.usp_svc_prc_product,1045,1046,1,0,1438,0.037
822,dwd_srv.usp_svc_prc_store,923,924,1,2,1435,0.046
823,dwd_srv.usp_svc_product,937,938,1,1,1437,0.05
824,dwd_srv.usp_svc_product_price_book,799,800,1,0,1436,0.056
825,dwd_srv.usp_svc_rel_prc_acnt_region_mapping,660,661,1,0,1435,0.037
826,dwd_srv.usp_svc_sales_route,660,661,1,0,1435,0.046
827,dwd_srv.usp_ttl_gaap,799,800,1,1,1436,0.048
828,dwd_srv_ww.usp_SVC_CASE_OVERALL_STATUS,390,396,6,4,1437,0.059
829,dwd_srv_ww.usp_SVC_DELIV_TYPE,303,312,9,3,1437,0.04
830,dwd_srv_ww.usp_asset_wty,862,874,12,3,1437,0.039
831,dwd_srv_ww.usp_cust_asset,596,603,7,1,1436,0.056
832,dwd_srv_ww.usp_ref_svc_nec_simulation,1203,1204,1,4,1439,0.054
833,dwd_srv_ww.usp_resolution_details,863,874,11,3,1435,0.051
834,dwd_srv_ww.usp_svc_case,997,1012,15,0,1438,0.05
835,dwd_srv_ww.usp_svc_case_urgency,355,361,6,0,1436,0.038
836,dwd_srv_ww.usp_svc_ln_upsell_billing,1208,1224,16,3,1438,0.052
837,dwd_srv_ww.usp_svc_ln_upsell_sales_transaction,1125,1140,15,1,1438,0.05
838,dwd_srv_ww.usp_svc_product_mapping,660,661,1,1,1435,0.033
839,dwd_srv_ww.usp_svc_rpt_rpr_rsn_desc,863,872,9,3,1438,0.046
840,dwd_srv_ww.usp_svc_serviceplus_exrt,1121,1125,4,4,1437,0.038
841,dwd_srv_ww.usp_svc_subs_billing_item,1046,1047,1,2,1438,0.052
842,dwd_srv_ww.usp_svc_subs_contract,1204,1205,1,1,1439,0.039
843,dwd_srv_ww.usp_wo,863,878,15,4,1436,0.052
844,dwd_srv_ww.usp_wo_ln_item,0,17,17,0,1436,0.035
845,dwd_srv_ww.usp_wo_ln_item_acct_ind,356,362,6,3,1436,0.03
846,dwd_srv_ww.usp_wo_ln_item_status,327,334,7,2,1436,0.034
847,dwd_srv_ww.usp_wo_overall_status,328,336,8,3,1437,0.039
848,ext.usp_optimus_service_booking_isg,445,448,3,2,1435,0.051
849,ext.usp_optimus_service_gaap_isg,661,666,5,0,1439,0.051
850,ods.Koala_LK_CLOSE_CODE_DESC,1046,1047,1,4,1438,0.04
851,ods.Koala_LK_SERV_DEL_DESC,661,662,1,4,1435,0.046
852,ods.Koala_PC_INCIDENT_CFIUS_CONSTRAINED,286,296,10,3,1437,0.045
853,ods.Koala_PC_INCIDENT_ROOT,662,666,4,4,1438,0.052
854,ods.Koala_PC_LABOR,448,451,3,0,1435,0.052
855,ods.Koala_PC_PARTS,937,940,3,3,1439,0.045
856,ods.Koala_PC_STATUS,391,396,5,4,1436,0.038
857,ods.LSCRM_ZIBT_SOFTACT,391,395,4,3,1435,0.04
858,ods.PX_AP_WISTRON_DATA_IL,662,664,2,0,1436,0.04
859,ods.ad_odh_empinfoad,528,530,2,1,1435,0.031
860,ods.ailab_hybrid_summary_data,448,451,3,0,1435,0.046
861,ods.anaplan_fi_budget_center_l3_mapping,530,532,2,3,1435,0.053
862,ods.anaplan_fi_ecc_ledgers,261,274,13,4,1439,0.043
863,ods.anaplan_fi_monthly_trend_report,799,801,2,0,1437,0.03
864,ods.anaplan_fi_subpackage_mapping,662,664,2,0,1436,0.047
865,ods.ap_pcsd_ceo_ww_pcsd_daily_load,530,532,2,0,1435,0.054
866,ods.baiyingone_eccso,663,665,2,2,1436,0.049
867,ods.bigquery_mbg_daily_order_load,1046,1047,1,2,1438,0.055
868,ods.bpc_/b28/hwwdg2u5,664,666,2,0,1436,0.046
869,ods.bpc_/b28/hwwdhrcy,1047,1048,1,4,1438,0.053
870,ods.bpc_/b28/hwwdox0i,799,801,2,3,1437,0.048
871,ods.bpc_/b28/hwwdxe7e,937,938,1,4,1437,0.039
872,ods.bpc_/b28/pwwdg2u5,938,940,2,2,1438,0.056
873,ods.bpc_/b28/pwwdhrcy,1204,1205,1,1,1439,0.036
874,ods.bpc_/b28/pwwdox0i,799,800,1,2,1436,0.036
875,ods.bpc_/b28/twwdg2u5,1047,1049,2,3,1439,0.057
876,ods.bpc_/b28/twwdhrcy,938,939,1,4,1437,0.053
877,ods.bpc_/b28/twwdox0i,530,532,2,1,1435,0.059
878,ods.bpc_/bic/aci_mds1300,1047,1049,2,0,1439,0.05
879,ods.bpc_/bic/aco_bps0200,799,802,3,3,1438,0.03
880,ods.bpc_/bic/aco_bps0500,530,532,2,4,1435,0.059
881,ods.bpc_/bic/aco_bps0600,800,802,2,3,1437,0.03
882,ods.bpc_/bic/aco_bps1000,307,318,11,2,1439,0.043
883,ods.bpc_/bic/aco_bps1100,532,534,2,1,1435,0.044
884,ods.bpc_/bic/aco_bps1200,800,802,2,3,1437,0.05
885,ods.bpc_/bic/aco_bps1600,664,666,2,2,1436,0.043
886,ods.bpc_/bic/aco_bps4900,665,667,2,0,1436,0.032
887,ods.bpt_bs_customer,1048,1050,2,2,1439,0.049
888,ods.bpt_con_flex_portfoliodealdeletelog,665,667,2,3,1436,0.037
889,ods.bpt_con_magellan_dt_dealinfo,938,940,2,1,1438,0.035
890,ods.bpt_con_magellan_pt_portfolioheader,939,941,2,1,1438,0.043
891,ods.bpt_con_magellan_pt_portfolioitem,532,535,3,1,1436,0.034
892,ods.bpt_flex_portfoliosmbdeletelog,939,941,2,3,1438,0.033
893,ods.bpt_mtm_charactervalue,801,803,2,4,1437,0.046
894,ods.bpt_mtm_info,391,397,6,3,1437,0.039
895,ods.bpt_smb_flex_siso_report,666,667,1,4,1435,0.056
896,ods.bpt_smb_magellan_countryplanheader,532,535,3,3,1436,0.054
897,ods.bpt_smb_magellan_countryplanhighlevelpl,1049,1051,2,1,1439,0.055
898,ods.bpt_smb_magellan_pt_portfolioheader,1049,1051,2,0,1439,0.033
899,ods.bpt_smb_magellan_pt_portfolioitem,151,168,17,4,1435,0.04
900,ods.bpt_smb_magellan_siso_report,394,398,4,3,1435,0.042
901,ods.btcp_exbtcptobigdataplatform,532,534,2,2,1435,0.044
902,ods.btcp_exbtcptobigdataplatformforre,532,534,2,2,1435,0.046
903,ods.bw_/bic/AZBILL_U100,357,362,5,1,1435,0.036
904,ods.bw_/bic/azc_bla102,1049,1051,2,0,1439,0.053
905,ods.bw_/bic/azc_bla1700,940,942,2,1,1438,0.043
906,ods.bw_/bic/azc_bps0400,802,805,3,1,1438,0.044
907,ods.bw_/bic/azc_eea112,1050,1051,1,1,1438,0.056
908,ods.bw_/bic/azc_eea242,1051,1053,2,1,1439,0.044
909,ods.bw_/bic/azc_eea252,666,668,2,0,1436,0.049
910,ods.bw_/bic/azc_eea302,532,534,2,2,1435,0.043
911,ods.bw_/bic/azc_eea312,666,668,2,0,1436,0.046
912,ods.bw_/bic/azc_eea322,667,669,2,3,1436,0.051
913,ods.bw_/bic/azc_fia022,395,403,8,4,1439,0.05
914,ods.bw_/bic/azc_opa082,940,943,3,3,1439,0.05
915,ods.bw_/bic/azc_opa112,940,942,2,4,1438,0.054
916,ods.bw_/bic/azc_sda042,802,804,2,0,1437,0.053
917,ods.bw_/bic/azc_sfa022,145,165,20,2,1436,0.042
918,ods.bw_/bic/azc_sfa032,262,274,12,4,1438,0.059
919,ods.bw_/bic/azc_sra032,309,318,9,0,1437,0.037
920,ods.bw_/bic/azi_bla122,534,537,3,2,1436,0.042
921,ods.bw_/bic/azi_bla252,802,806,4,0,1439,0.045
922,ods.bw_/bic/azi_bls2300,667,669,2,2,1436,0.041
923,ods.bw_/bic/azi_cfa012,357,365,8,2,1438,0.052
924,ods.bw_/bic/azi_ees5300,941,942,1,2,1437,0.055
925,ods.bw_/bic/azi_fia022,802,803,1,4,1436,0.054
926,ods.bw_/bic/azi_soaa02,803,805,2,0,1437,0.056
927,ods.bw_/bic/azi_soaa12,803,805,2,4,1437,0.032
928,ods.bw_/bic/azi_soaa22,1051,1053,2,0,1439,0.047
929,ods.bw_/bic/azi_soaa32,534,536,2,2,1435,0.031
930,ods.bw_/bic/azsgmts0200,804,805,1,2,1436,0.055
931,ods.bw_/bic/azstp_s0100,942,944,2,1,1438,0.045
932,ods.bw_/bic/pzbunum,534,536,2,3,1435,0.041
933,ods.bw_/bic/pzbusgmt,1051,1053,2,4,1439,0.045
934,ods.bw_/bic/pzcgprct,1204,1205,1,2,1439,0.059
935,ods.bw_/bic/pzpsol_iid,534,536,2,2,1435,0.054
936,ods.bw_/bic/tzbpcser,535,537,2,2,1435,0.035
937,ods.bw_/bic/tzbunum,1205,1206,1,1,1439,0.051
938,ods.bw_/bic/tzbusgmt,942,943,1,2,1437,0.034
939,ods.bw_/bic/tzzbpcbu,1051,1053,2,2,1439,0.036
940,ods.bw__bic_azc_sra052,805,808,3,2,1438,0.047
941,ods.bw__bic_azc_sws0200,450,453,3,4,1435,0.046
942,ods.bw_azi_ops5000,805,807,2,3,1437,0.057
943,ods.bw_azi_ops7300,942,944,2,2,1438,0.038
944,ods.bw_azi_pcs5600,1052,1054,2,1,1439,0.049
945,ods.bw_bic_azb_blau12,361,367,6,1,1436,0.047
946,ods.bw_bic_azbill_u400,535,541,6,0,1439,0.042
947,ods.bw_bic_azbpc_a072,805,808,3,1,1438,0.035
948,ods.bw_bic_azc_bla322,450,453,3,2,1435,0.032
949,ods.bw_bic_azc_bla372,536,539,3,1,1436,0.03
950,ods.bw_bic_azc_bpa092,1053,1055,2,1,1439,0.059
951,ods.bw_bic_azc_eea062,667,671,4,2,1438,0.044
952,ods.bw_bic_azc_eea162,119,146,27,2,1436,0.03
953,ods.bw_bic_azc_eea172,668,671,3,4,1437,0.04
954,ods.bw_bic_azc_eea222,668,670,2,0,1436,0.031
955,ods.bw_bic_azc_eea232,942,945,3,2,1439,0.031
956,ods.bw_bic_azc_eea572,805,808,3,3,1438,0.046
957,ods.bw_bic_azc_eea6s2,1053,1055,2,0,1439,0.038
958,ods.bw_bic_azc_ees1500,185,202,17,1,1437,0.033
959,ods.bw_bic_azc_mda042,329,336,7,4,1436,0.04
960,ods.bw_bic_azc_mds3200,668,671,3,2,1437,0.036
961,ods.bw_bic_azc_opa092,536,540,4,1,1437,0.048
962,ods.bw_bic_azc_opa602,1053,1055,2,0,1439,0.048
963,ods.bw_bic_azc_ops0100,669,671,2,0,1436,0.031
964,ods.bw_bic_azc_sda052,806,808,2,1,1437,0.041
965,ods.bw_bic_azc_sda082,669,671,2,4,1436,0.049
966,ods.bw_bic_azc_sds5500,669,672,3,1,1437,0.037
967,ods.bw_bic_azc_sra012,807,810,3,2,1438,0.055
968,ods.bw_bic_azc_sra022,536,540,4,4,1437,0.037
969,ods.bw_bic_azc_sra162,186,202,16,1,1436,0.053
970,ods.bw_bic_azc_sramv2,808,810,2,2,1437,0.039
971,ods.bw_bic_azc_sva062,451,455,4,1,1436,0.053
972,ods.bw_bic_azc_wca4012,671,674,3,1,1437,0.042
973,ods.bw_bic_azc_wcs0200,396,400,4,3,1435,0.058
974,ods.bw_bic_azfiglo0200,309,319,10,4,1438,0.043
975,ods.bw_bic_azi_bps2700,671,672,1,2,1435,0.031
976,ods.bw_bic_azi_bps5900,808,809,1,0,1436,0.051
977,ods.bw_bic_azi_ees4200,1054,1055,1,2,1438,0.035
978,ods.bw_bic_azi_fia212,289,300,11,4,1438,0.056
979,ods.bw_bic_azi_fia24,943,945,2,4,1438,0.034
980,ods.bw_bic_azi_opa012,451,455,4,3,1436,0.048
981,ods.bw_bic_azi_opa22,1054,1056,2,2,1439,0.045
982,ods.bw_bic_azi_ops0200,943,945,2,2,1438,0.033
983,ods.bw_bic_azi_ops0900,537,539,2,4,1435,0.044
984,ods.bw_bic_azi_ops362,537,539,2,3,1435,0.039
985,ods.bw_bic_azi_ops6600,1054,1055,1,4,1438,0.031
986,ods.bw_bic_azi_pcs4a00,1055,1057,2,4,1439,0.058
987,ods.bw_bic_azi_sda4022,671,673,2,3,1436,0.031
988,ods.bw_bic_azi_sos7100,1055,1057,2,0,1439,0.052
989,ods.bw_bic_azi_sram62,671,673,2,0,1436,0.033
990,ods.bw_bic_azi_srsmv00,944,946,2,0,1438,0.052
991,ods.bw_bic_azi_srsmw00,539,541,2,4,1435,0.046
992,ods.bw_bic_azpcc_a012,453,456,3,4,1435,0.055
993,ods.bw_bic_pzsrvtype,539,542,3,1,1436,0.039
994,ods.bw_bic_tzprodfly,671,673,2,1,1436,0.044
995,ods.bw_dd03l,1055,1057,2,4,1439,0.031
996,ods.bw_rscurtrt,944,945,1,1,1437,0.033
